
min(timestamp)      max(timestamp)      min(value) avg(value) max(value)
2025-06-12T04:54:36 2025-06-12T16:34:12    169.106     172.35    175.594 
2025-06-13T10:03:36 2025-06-13T15:53:24     38.401    116.933    212.313 
2025-06-14T03:33:00 2025-06-14T21:02:24    158.878    311.796    414.467 
2025-06-15T08:42:00 2025-06-15T08:42:00    226.899    226.899    226.899 
2025-06-16T08:01:12 2025-06-16T08:01:12     13.455     38.249     63.043 
2025-06-17T01:30:36 2025-06-17T07:20:24     304.09    476.334    648.579 
2025-06-19T23:28:12 2025-06-19T23:28:12    243.367    243.367    243.367 
2025-06-20T05:18:00 2025-06-20T05:18:00     24.617     24.617     24.617 
2025-06-21T16:16:48 2025-06-21T16:16:48    674.745    674.745    674.745 
2025-06-22T03:56:24 2025-06-22T21:25:48     10.077    286.228    520.455 
2025-06-23T09:05:24 2025-06-23T09:05:24    188.998    188.998    188.998 
2025-06-24T14:14:24 2025-06-24T14:14:24     15.277     15.277     15.277 
2025-06-25T13:33:36 2025-06-25T13:33:36    392.048    413.595    435.142 
2025-06-26T01:13:12 2025-06-26T01:13:12     80.845    102.428    124.011 
2025-06-27T12:12:00 2025-06-27T12:12:00    476.911    476.911    476.911 
2025-06-29T10:50:24 2025-06-29T16:40:12    216.717    248.355    279.993 
2025-06-30T04:19:48 2025-06-30T21:49:12     13.702     77.537    141.371 
2025-07-01T21:08:24 2025-07-01T21:08:24     23.352     89.149    154.946 
2025-07-04T01:36:36 2025-07-04T01:36:36      2.201      2.201      2.201 
2025-07-05T18:25:12 2025-07-05T18:25:12    513.263    513.263    513.263 
2025-07-06T00:15:00 2025-07-06T23:34:12    311.986    320.086    328.185 
2025-07-07T05:24:00 2025-07-07T05:24:00      2.154      2.154      2.154 
2025-07-08T04:43:12 2025-07-08T04:43:12    612.397    612.397    612.397 
2025-07-09T09:52:12 2025-07-09T21:31:48    540.184    585.439    630.694 

min(timestamp)      max(timestamp)      min(value) avg(value) max(value)
------------------- ------------------- ---------- ---------- ---------- 
2025-07-10T09:11:24 2025-07-10T09:11:24     23.844     23.844     23.844 
2025-07-11T14:20:24 2025-07-11T14:20:24     61.495     61.495     61.495 
2025-07-12T07:49:48 2025-07-12T07:49:48    338.864    338.864    338.864 
2025-07-13T01:19:12 2025-07-13T18:48:36     33.605    333.082    758.567 
2025-07-16T05:06:36 2025-07-16T16:46:12    149.731    304.855    459.978 
2025-07-17T04:25:48 2025-07-17T21:55:12     66.419    111.243    156.066 
2025-07-18T03:45:00 2025-07-18T09:34:48      6.392    158.084    309.776 
2025-07-19T08:54:00 2025-07-19T14:43:48    165.578    436.536    707.494 
2025-07-20T14:03:00 2025-07-20T19:52:48    271.386    311.729    352.072 
2025-07-21T19:12:00 2025-07-21T19:12:00     56.379     56.379     56.379 
2025-07-22T12:41:24 2025-07-22T18:31:12     27.586    136.903    246.219 
2025-07-23T06:10:48 2025-07-23T06:10:48    630.385    630.385    630.385 
2025-07-24T11:19:48 2025-07-24T22:59:24    177.826    225.957    274.089 
2025-07-26T21:37:48 2025-07-26T21:37:48     10.999     10.999     10.999 
2025-07-27T09:17:24 2025-07-27T09:17:24     56.271     56.271     56.271 
2025-07-28T08:36:36 2025-07-28T14:26:24     43.098     70.844     98.591 
2025-07-29T19:35:24 2025-07-29T19:35:24    356.289    356.289    356.289 
2025-07-30T18:54:36 2025-07-30T18:54:36      34.75      34.75      34.75 
2025-08-01T23:22:48 2025-08-01T23:22:48    127.722    179.447    231.173 
2025-08-02T16:52:12 2025-08-02T16:52:12    625.126    625.126    625.126 
2025-08-03T04:31:48 2025-08-03T22:01:12    175.723    361.453    502.093 
2025-08-05T20:39:36 2025-08-05T20:39:36     71.493    217.151     362.81 
2025-08-06T02:29:24 2025-08-06T19:58:48     541.26    568.676    596.092 
2025-08-09T06:16:48 2025-08-09T06:16:48    177.718    177.718    177.718 
2025-08-10T17:15:36 2025-08-10T17:15:36    209.832    209.832    209.832 

min(timestamp)      max(timestamp)      min(value) avg(value) max(value)
------------------- ------------------- ---------- ---------- ---------- 
2025-08-11T10:45:00 2025-08-11T22:24:36     18.186    226.943    404.789 
2025-08-13T09:23:24 2025-08-13T09:23:24     77.798     77.798     77.798 
2025-08-15T02:12:00 2025-08-15T02:12:00     459.18     459.18     459.18 
2025-08-16T01:31:12 2025-08-16T07:21:00     14.013    220.199    417.295 
2025-08-18T00:09:36 2025-08-18T11:49:12     80.912    228.933    653.376 
2025-08-22T14:55:48 2025-08-22T20:45:36     88.858    278.834     468.81 
2025-08-23T08:25:12 2025-08-23T08:25:12    547.418    547.418    547.418 
2025-08-24T01:54:36 2025-08-24T13:34:12     15.904    223.347    556.891 
2025-08-25T07:03:36 2025-08-25T12:53:24     29.611    194.885    360.159 
2025-08-26T06:22:48 2025-08-26T23:52:12     64.963    127.027    189.091 
2025-08-28T10:51:00 2025-08-28T16:40:48    338.791    403.471    468.152 
2025-08-29T04:20:24 2025-08-29T10:10:12     33.667     40.489      47.31 
2025-08-30T21:09:00 2025-08-30T21:09:00    235.385    235.385    235.385 
2025-08-31T08:48:36 2025-08-31T20:28:12     36.864    160.831    292.381 
2025-09-02T07:27:00 2025-09-02T07:27:00     638.48     638.48     638.48 
2025-09-03T00:56:24 2025-09-03T12:36:00      5.158      152.1    299.042 
2025-09-04T17:45:00 2025-09-04T17:45:00     24.595      52.59     80.586 
2025-09-05T22:54:00 2025-09-05T22:54:00     472.81     472.81     472.81 
2025-09-06T16:23:24 2025-09-06T16:23:24    741.531    741.531    741.531 
2025-09-07T09:52:48 2025-09-07T09:52:48      4.106    471.808     939.51 
2025-09-08T15:01:48 2025-09-08T15:01:48     24.674     24.674     24.674 
2025-09-09T02:41:24 2025-09-09T08:31:12    174.794    282.421    390.049 
2025-09-10T07:50:24 2025-09-10T07:50:24     54.219      149.4     244.58 
2025-09-11T18:49:12 2025-09-11T18:49:12     33.614     33.614     33.614 
2025-09-12T12:18:36 2025-09-12T12:18:36    318.321    318.321    318.321 

min(timestamp)      max(timestamp)      min(value) avg(value) max(value)
------------------- ------------------- ---------- ---------- ---------- 
2025-09-13T17:27:36 2025-09-13T17:27:36    559.549    559.549    559.549 
2025-09-14T16:46:48 2025-09-14T16:46:48     17.198    135.573    253.948 
2025-09-15T04:26:24 2025-09-15T16:06:00    765.663     832.56    899.457 
2025-09-17T03:04:48 2025-09-17T20:34:12      9.216    127.291    278.056 
2025-09-18T02:24:00 2025-09-18T19:53:24     22.749     239.19     455.63 
2025-09-19T13:22:48 2025-09-19T13:22:48     92.812     92.812     92.812 
2025-09-20T06:52:12 2025-09-20T12:42:00     252.53    320.419    388.308 
2025-09-21T06:11:24 2025-09-21T17:51:00     29.833       72.3    114.768 
2025-09-23T04:49:48 2025-09-23T16:29:24    119.733    471.155    709.705 
2025-09-24T15:48:36 2025-09-24T15:48:36    263.594    263.594    263.594 
2025-09-25T15:07:48 2025-09-25T15:07:48    460.421    460.421    460.421 
2025-09-26T02:47:24 2025-09-26T20:16:48      72.83    244.632    511.304 
2025-09-30T00:04:12 2025-09-30T00:04:12     36.478    209.135    381.792 
2025-10-01T11:03:00 2025-10-01T11:03:00    359.972    359.972    359.972 
2025-10-02T04:32:24 2025-10-02T04:32:24    488.353    488.353    488.353 
2025-10-03T15:31:12 2025-10-03T15:31:12    151.715    151.715    151.715 
2025-10-04T09:00:36 2025-10-04T09:00:36    222.703    222.703    222.703 
2025-10-05T02:30:00 2025-10-05T19:59:24     10.334    213.679    437.246 
2025-10-07T12:48:00 2025-10-07T18:37:48     36.615     60.789     84.963 
2025-10-08T17:57:00 2025-10-08T23:46:48     73.805    184.346    294.888 
2025-10-09T11:26:24 2025-10-09T17:16:12    423.688     575.83    727.972 
2025-10-11T21:44:24 2025-10-11T21:44:24      8.574      8.574      8.574 
2025-10-12T15:13:48 2025-10-12T21:03:36     68.547     109.82    151.094 
2025-10-13T02:53:24 2025-10-13T02:53:24    452.171    452.171    452.171 
2025-10-14T08:02:24 2025-10-14T19:42:00     33.558    226.044    399.512 

min(timestamp)      max(timestamp)      min(value) avg(value) max(value)
------------------- ------------------- ---------- ---------- ---------- 
2025-10-15T07:21:36 2025-10-15T19:01:12    219.441    364.697    493.177 
2025-10-16T00:51:00 2025-10-16T00:51:00     18.565     18.565     18.565 
2025-10-18T05:19:12 2025-10-18T05:19:12    518.638    518.638    518.638 
2025-10-21T03:16:48 2025-10-21T14:56:24    169.589    336.457    503.326 
2025-10-22T08:25:48 2025-10-22T20:05:24    339.435    557.106    697.682 
2025-10-24T01:14:24 2025-10-24T12:54:00     78.766    199.287     359.12 
2025-10-25T06:23:24 2025-10-25T23:52:48     38.272    192.279    360.328 
2025-10-26T11:32:24 2025-10-26T11:32:24    100.995    201.181    301.368 
2025-10-28T04:21:00 2025-10-28T04:21:00     83.361     83.361     83.361 
2025-10-29T03:40:12 2025-10-29T03:40:12    375.038    375.038    375.038 
2025-10-30T08:49:12 2025-10-30T08:49:12     38.145     38.145     38.145 
2025-10-31T19:48:00 2025-10-31T19:48:00      80.73      80.73      80.73 
2025-11-01T19:07:12 2025-11-01T19:07:12    164.383    164.383    164.383 
2025-11-02T00:57:00 2025-11-02T18:26:24     66.712     70.265     73.818 
2025-11-03T06:06:00 2025-11-03T23:35:24     67.419    170.203    272.988 
2025-11-04T17:04:48 2025-11-04T17:04:48      47.26      47.26      47.26 
2025-11-05T04:44:24 2025-11-05T22:13:48     35.203    214.067    437.383 
2025-11-07T03:22:48 2025-11-07T03:22:48    563.358    563.358    563.358 
2025-11-09T07:51:00 2025-11-09T07:51:00     44.107     44.107     44.107 
2025-11-11T12:19:12 2025-11-11T23:58:48     39.399    121.362    203.324 
2025-11-12T17:28:12 2025-11-12T17:28:12     16.691     16.691     16.691 
2025-11-13T22:37:12 2025-11-13T22:37:12    268.759     381.34    493.921 
2025-11-14T04:27:00 2025-11-14T04:27:00    501.526    501.526    501.526 
2025-11-15T15:25:48 2025-11-15T15:25:48      9.429      9.429      9.429 
2025-11-17T02:24:36 2025-11-17T02:24:36    826.596    826.596    826.596 

min(timestamp)      max(timestamp)      min(value) avg(value) max(value)
------------------- ------------------- ---------- ---------- ---------- 
2025-11-18T01:43:48 2025-11-18T13:23:24    137.384    199.698    262.013 
2025-11-20T06:12:00 2025-11-20T23:41:24     28.604    208.963    388.166 
2025-11-21T05:31:12 2025-11-21T17:10:48    129.877    156.122    182.367 
2025-11-22T04:50:24 2025-11-22T04:50:24    218.035    218.035    218.035 
2025-11-23T15:49:12 2025-11-23T15:49:12     81.109     81.109     81.109 
2025-11-24T03:28:48 2025-11-24T15:08:24     14.473    209.082    403.691 
2025-11-25T08:37:48 2025-11-25T08:37:48    148.629    148.629    148.629 
2025-11-27T13:06:00 2025-11-27T13:06:00    464.025    464.025    464.025 
2025-11-29T05:54:36 2025-11-29T23:24:00     34.376    233.309    335.408 
2025-12-02T09:42:00 2025-12-02T09:42:00     74.185     74.185     74.185 
2025-12-03T03:11:24 2025-12-03T14:51:00     52.654      325.4    815.853 
2025-12-05T19:19:12 2025-12-05T19:19:12     41.741    420.337    798.934 
2025-12-06T18:38:24 2025-12-06T18:38:24    330.706    461.707    592.708 
2025-12-07T12:07:48 2025-12-07T17:57:36      4.852    173.448    342.044 
2025-12-08T11:27:00 2025-12-08T23:06:36      53.62     164.68    275.741 
2025-12-09T04:56:24 2025-12-09T04:56:24     24.801     24.801     24.801 
2025-12-10T10:05:24 2025-12-10T21:45:00    428.394    633.962    809.715 
2025-12-11T03:34:48 2025-12-11T15:14:24      3.645    352.429    701.213 
2025-12-12T02:54:00 2025-12-12T08:43:48     62.034    134.783    207.532 
2025-12-13T13:52:48 2025-12-13T13:52:48    325.636    325.636    325.636 
2025-12-15T00:51:36 2025-12-15T00:51:36    613.441    613.441    613.441 
2025-12-16T11:50:24 2025-12-16T17:40:12     73.714    218.975    426.612 
2025-12-17T11:09:36 2025-12-17T11:09:36     66.723     66.723     66.723 
2025-12-18T04:39:00 2025-12-18T04:39:00       3.16       3.16       3.16 
2025-12-19T09:48:00 2025-12-19T09:48:00     90.475     90.475     90.475 

min(timestamp)      max(timestamp)      min(value) avg(value) max(value)
------------------- ------------------- ---------- ---------- ---------- 
2025-12-20T09:07:12 2025-12-20T20:46:48      56.17    234.392    546.963 
2025-12-21T02:36:36 2025-12-21T14:16:12     16.946     28.543      40.14 
2025-12-22T07:45:36 2025-12-22T13:35:24    182.327    399.295    665.095 
2025-12-23T01:15:00 2025-12-23T18:44:24      8.523     38.783     76.401 
2025-12-24T23:53:24 2025-12-24T23:53:24    511.637    511.637    511.637 
2025-12-25T11:33:00 2025-12-25T23:12:36     19.307    248.928    478.548 
2025-12-26T16:42:00 2025-12-26T22:31:48     21.257     79.178    137.098 
2025-12-27T10:11:24 2025-12-27T16:01:12    384.212     443.88    503.547 
2025-12-28T03:40:48 2025-12-28T09:30:36      0.711    129.014    334.825 
2025-12-29T08:49:48 2025-12-29T08:49:48     21.832     21.832     21.832 
2025-12-30T13:58:48 2025-12-30T13:58:48     34.228     68.986    103.744 
2025-12-31T13:18:00 2025-12-31T23:59:59    136.819      203.2    293.937 
